"","S1.CEL.gz","S2.CEL.gz","S3.CEL.gz","S4.CEL.gz","S5.CEL.gz","S6.CEL.gz","S7.CEL.gz"
"PXDC1",8.12850203242861,7.83575717762315,8.43540163387759,8.12850203242861,8.32379076024228,7.84069577060763,8.21497076518014
"MISP",10.8845435542787,10.6200452504031,10.0322099719471,11.3937688387725,8.35311828282948,10.9498041281578,10.8451158553181
"SMC5",6.58697757296984,6.60669853598184,6.73605288780329,8.08453809285941,5.96116121150265,6.58697757296984,4.31953609176031
"TSPYL4",9.20420056023946,9.32762919092341,9.85542213973049,9.32255246193045,9.44193032397525,9.03273326127878,8.79714813564166
"TCF20",8.28800205430829,8.69854565072943,8.19515501750982,8.87350189319465,7.96479370649597,8.28800205430829,8.08332571195796
"RAB3GAP1",7.68400010023185,7.65116987383423,8.11201674763397,7.96285358013339,7.7658107627219,7.80361385091039,7.10593741262743
"UBXN2B",7.44050053336489,7.20393838264462,7.52409581764317,7.72657924207597,7.38115883997748,7.44050053336489,7.29024909061062
"FAM172A",8.31888979551898,7.97313503195322,9.02036062190824,7.69541649455273,8.4813022643551,8.11369697691164,7.99954142129493
"C2CD5",9.23114764831001,9.30345466652957,9.37502058002638,9.59620911309088,8.3516069952979,9.45116175839682,8.85528642656722
"MGA",6.86849499154628,7.08281702285674,6.99212996572484,7.71334269241772,6.79292213721554,6.93653877392721,6.44370014295039
"VWA8",7.77869866891302,7.94075618844289,8.17006782565324,8.74271251120117,7.4225925556289,8.11050556480282,7.35869399201093
"SLC9A8",6.7813192602094,7.81948053724209,6.74711740847125,7.68034426449835,6.62540245212686,6.8279236444547,6.49344405874813
"CAMTA2",6.75055300028348,6.47289563320183,6.72566594644641,6.43329157578419,6.74060249666349,6.80903701433516,7.11822736225679
"NCAPH",6.65929434904609,7.49683388748455,6.041077939982,8.21290797514725,6.09934867886673,6.71186317591553,6.4943415003409
"ADGRF5",7.39240747938893,8.25674214730914,8.57631657799083,7.690540870705,7.57069603567004,7.83998751009388,7.7039793807889
"DYRK4",8.75920947761682,8.36898099454626,8.80047472975805,8.64137071686605,9.01785375041831,8.71876690103451,8.85528642656722
"POLR2I",10.2348378485907,10.3431649622864,10.1039421702915,11.1580631660999,10.486359161934,9.85620589781505,10.4604883897186
"TBC1D9",9.18859008841022,8.89372532400117,9.02424239367396,8.21238219191977,9.49649359166295,9.38522740923224,8.10063968041832
"LINC01278",7.15731657567282,6.56074845209635,7.72187844766641,7.05720933557943,7.60935414440522,6.82189106200538,6.83948877444595
"GNPTAB",9.19148986762762,8.26801859583475,9.28008778569622,8.11170218727649,8.7000782354374,9.53303467313844,8.69225258663013
"EOLA1",8.81237869846645,8.81329529498717,8.47047833558236,9.39352507190807,8.81921956751922,8.57006937457993,8.65489321632355
"EOLA2",8.81237869846645,8.81329529498717,8.47047833558236,9.39352507190807,8.81921956751922,8.57006937457993,8.65489321632355
"SYDE1",5.71596891576912,5.65304208076257,5.63308438975668,5.71596891576912,6.24212551454059,5.74110279266836,5.71596891576912
"HIC2",6.85876735809413,7.2046941560028,7.15828356139651,7.64312889075791,6.58268344646589,7.15828356139651,7.18869295410244
"RFNG",7.95248272950336,8.18238113365765,7.84312903802416,7.71198720304812,8.08447807203339,7.88895231750544,8.3047054141866
"APBB2",6.59559267812696,6.59559267812696,7.30370152324827,6.59007503241664,6.59559267812696,6.49236570091941,6.45697057588417
"RPIA",9.17597336545521,9.61425950293934,8.92649644231537,10.2193075000159,8.14360427823266,9.17597336545521,8.82066838718822
"DENND3",5.8438100073979,5.66577937925477,5.68415892430209,5.42042559700453,5.87542645763631,5.66577937925477,5.32195639223978
"LRRC8B",4.07921269926125,4.07921269926125,4.07921269926125,4.21126815996583,3.4588965402638,3.97509871676919,4.08521292799397
"ACKR3",8.60239376037473,9.30082295427933,8.96987542985127,9.12906084602092,8.04772683324639,9.14614780182681,9.99130707912166
"AHSA2P",4.79964004301774,4.14316034780584,6.14805784214296,5.03087242117528,4.94926160645802,4.85303129443158,5.15263516034195
"ZDHHC17",7.56791214341392,7.48374584710541,8.43506880090916,7.09426275900401,7.59587457103941,7.33030216896497,7.48374584710541
"HRAS",8.39975552366971,8.50916519701052,7.91073152875974,8.0512307372814,8.7193316410521,8.00637759035738,8.60200725858718
"TLK2",7.69987220477474,7.61729388069456,7.90511986029452,7.95599693561793,7.66995734682213,7.54317456792762,7.15412282955301
"TLK2P1",7.69987220477474,7.61729388069456,7.90511986029452,7.95599693561793,7.66995734682213,7.54317456792762,7.15412282955301
"SGMS1",7.10194792468371,7.00411698169935,7.11718625254909,7.90425980228068,6.73891307122929,7.24743952685423,7.04513817224996
"NACC2",8.77750140026294,7.63945961393918,9.6346208208492,8.95852824925573,9.78616646459977,7.70113609457077,8.71715705052453
"THOC2",7.48782933408813,7.92919091211293,7.53354028443235,8.53796481956773,7.3927134266778,7.53354028443235,6.34670497315938
"MZT2B",10.4445489989464,10.0417540147567,10.0581733080445,10.6997001875013,10.3993228989588,10.0703965760247,10.77642476985
"MORC3",7.08036808357986,7.30936071255996,7.38786777465067,6.72000335233475,6.76778294758382,7.0469411624944,7.02139490789678
"ANGPTL2",9.25275922746276,8.95867454087805,10.4270043755911,9.0261826434468,10.8707384317668,9.29046810622815,10.1386877741682
"FANCI",7.03647078291929,7.96376068725842,6.4632811370919,9.13330343660757,6.50685960329362,7.55108701202816,7.45761403547854
"CAVIN3",7.78036565983631,7.16553767693099,8.49857013847611,7.58735626668623,8.94114520951843,7.52730676343674,9.02089802274847
"NEDD4",7.02979162545892,7.11141779547083,7.60456461673007,7.75959268805795,7.16670755236926,6.89817252691801,6.52106385539737
"MAPK8IP1P1",7.36333710145371,6.87201831938633,6.94895254469612,7.17959946852134,7.69610142345304,7.25608758146529,7.34607709080274
"MAPK8IP1",7.36333710145371,6.87201831938633,6.94895254469612,7.17959946852134,7.69610142345304,7.25608758146529,7.34607709080274
"MAPK8IP1P2",7.36333710145371,6.87201831938633,6.94895254469612,7.17959946852134,7.69610142345304,7.25608758146529,7.34607709080274
"BBX",8.32490496561003,7.6209355391376,8.45962593240403,8.15449422457156,8.13376471862822,7.77904680066122,7.14136700673921
"ABHD3",9.38152418465314,8.65835252753824,8.53325681005411,8.2913785021554,7.83402866781344,9.19884934613803,8.32945666958869
"RANBP6",7.48072229618152,7.49262935077724,7.80361385091039,6.82847143637129,7.66963839308612,7.49262935077724,7.52359973165047
"UTRN",6.43174935115188,6.48030758844623,6.92364860542635,6.26977349588161,5.95731522848855,6.76463624857802,6.21656845497302
"TMF1",7.10654358316536,7.12541673301873,6.92216261360428,7.16851702258004,6.07483978182966,6.92216261360428,6.11194108265004
"WDR73",7.733682886479,7.98614468424105,8.00962775501226,8.79347968573519,8.01785460222068,7.87996762494624,7.97804790198026
"ANKRD28",7.99028040582512,7.89713575984003,8.30193783069405,7.51867184089213,7.68743994018175,7.96514517821378,7.19135010007856
"RNF19B",9.12911511435578,8.58916408685651,8.18577966634474,8.03113488925252,8.70239003382011,8.59938200311022,8.0384873845774
"ARHGEF18",9.9364237110634,9.75241902723057,9.53493905398943,9.64924058939441,9.66829812836008,9.83049793666419,9.21375501485091
"NPTXR",6.17020401924934,4.52980938020534,6.77184647455018,6.96733211082783,6.58784087729268,5.87623936977443,6.17020401924934
"MED24",7.916680738413,8.33308563093637,7.42541963161494,8.74606761091743,7.25127364197483,8.38421177917265,7.90988835589013
"MAST3",7.36954711190357,7.29059721309887,7.28433789277594,7.25446548493837,7.21182190290846,7.80490164243765,7.29059721309887
"RALGAPA1",8.248073587394,8.37624278894726,8.39887339149394,8.00969968254365,7.36801362378373,8.54276563013476,7.77567072543228
"ZC3HAV1",9.55698662092747,9.81985935135703,9.94870531420608,10.0432107620657,9.81985935135703,9.81985935135703,8.9192631448526
"HAUS5",6.77425313766212,6.97195297486355,6.39989313776952,7.51661220892391,6.78311847828975,6.78311847828975,6.83639173810266
"FRMD4B",6.72047345415235,6.8191209888268,7.13949361266602,7.36499665706343,6.31402127904769,7.21685213131387,5.94522563827688
"ATPAF2",7.06042920070287,7.12919360563821,6.61011318123957,6.82952045990761,6.99660861638879,7.26872423104319,7.15454667470347
"TTC28",7.55890091159636,7.29316607890515,8.75345024850554,7.27204887949134,7.63838290295501,7.69112564402865,7.29931644630135
"CREB3L1",9.38215811656415,8.87936238018806,9.17352230683685,8.27464032884491,7.62616716241219,9.68199366778262,9.60821381559158
"CHI3L2",9.15394620406293,6.04837448755686,6.232801066129,6.18802459187638,9.93115421003714,7.66120728441493,5.79572514278433
"NTAN1",8.40377074881069,8.4517640975432,8.70964370961305,7.72113922286394,8.78477485104016,8.18478439406506,8.32918417393548
"RUSC2",7.48259393886006,7.02484988368659,7.86766640689489,7.34104445949528,7.73399055199432,7.48259393886006,7.73594017230181
"ZFTRAF1",7.4752109536465,7.67778541311476,7.18124352161967,7.67911719243244,7.64615640855495,7.24903326675396,7.06740982588558
"ZFYVE26",7.43682644403929,7.59452644040225,7.69604995954508,7.70335777932495,7.64001415908396,7.59452644040225,7.20793914317431
"OLFML2A",7.92221421847277,7.90398480426866,9.84854835171771,8.06988262891374,8.49009976725491,7.86693591626626,8.2812274213586
"ITPKC",6.93739054870774,6.96683693376537,6.54453061962261,7.70729923995224,6.86799869672796,6.84063505874649,7.09944439944967
"LPCAT4",7.76460019425506,7.63759706708612,7.36513679092107,7.60912731009976,6.7515038337849,8.43140915440556,7.88433471289972
"TSR2",9.22441661987423,9.25172216785318,9.25172216785318,9.44174053129046,9.28122944014546,9.15067470805268,9.081503356864
"RPL5P34",13.0577741725557,12.8817947920882,13.3631200575223,13.0104434809748,13.2714753086505,13.0297506255475,13.2800134229333
"ZBTB22",7.33218910164967,7.13507053544669,7.18124352161967,6.97356129625114,7.42219408019063,7.51797841041311,7.18195078577721
"SLC35D2",7.83065726449766,8.19678071530642,7.64996363677458,8.58904787101403,6.67656340119542,8.20029738454134,7.47131334868754
"RPL23AP2",13.992406547328,14.0661054056199,14.036075371823,13.8119072591545,13.9847123589365,13.9543816132768,13.999196744937
"ADGRG6",7.53814498089062,7.76982053800154,7.49755985141144,5.62438303860135,5.35745055997532,7.64482377571462,7.42858661431031
"ANGEL1",7.5679824758223,8.18002778382559,7.23139226423286,8.02433208647238,7.17447858153527,7.13450379296147,7.41174008951386
"UNC5B",6.92808332038889,6.83819411748292,7.01101457491315,7.17552997482828,6.9942266997057,6.96733211082783,6.853987562791
"STARD13",7.61674759507053,7.38138132731628,8.52720884462242,7.8519187333508,7.91710714504695,6.88659933893936,7.20194319608733
"TSR3",9.0088044606772,9.31892437514959,8.88358848059325,8.8674339119208,9.23249891292557,8.81843039319876,9.22432738365649
"COL4A5",7.40044672393405,7.28646477806074,7.5580450470723,7.18664413974656,4.55046320634449,7.11290750702987,7.25144139652245
"ATG4A",7.92179839342073,7.88866168034896,7.82649334440861,7.91157286352112,8.25299296725048,8.37858426017416,7.75796806514037
"KLHL9",7.15834173957816,7.67147317924525,7.74548149616281,6.63811521741799,6.91192995639112,7.57562824641803,6.5662181951632
"TSPYL5",7.91112595285757,7.27251821586606,8.7370942619628,7.11913400249574,8.56166487072129,7.48259393886006,8.11071764642091
"ZNF473",5.44908026366924,6.72195706109242,5.96355609721324,6.92271289277932,5.9813880788136,5.72673379955947,5.7651950329342
"OLFML2B",8.57723413535178,8.07753897841535,9.38112039315205,8.21959775042949,9.56855823140312,7.81460139772131,8.61066400733285
"MED8",7.54439638337627,7.73491410838086,7.63001867824623,7.39958526731063,7.51816326912894,7.69228736762703,7.3199731017988
"GCSHP5",9.22561932209226,10.1502996958495,9.29398107475977,9.319672704678,8.75478993991166,8.76768282366246,9.34436972446005
"GCSH",9.22561932209226,10.1502996958495,9.29398107475977,9.319672704678,8.75478993991166,8.76768282366246,9.34436972446005
"MCAT",8.16277297330751,8.44493423731312,7.8614762403414,8.97341080017774,7.82444554295101,8.2740140407747,8.3046472443862
"ARID5A",7.82467627840071,7.45757265998552,7.6316767598448,7.5510196420916,8.34604372073204,7.68247641364436,7.65064033212026
"SNAI2",8.089688258819,8.41733097558163,9.89820431215384,8.21413092633822,8.60099590517467,8.19071623566061,8.43668726179529
"SS18L1",7.2912778011235,8.57847473517587,7.38236831167694,8.03069075334519,6.5015835735188,6.76431484315726,6.70031935547551
"PSKH1",7.97601359717191,7.76528777185415,7.85770957112145,8.10391802634774,7.96705004033451,8.03724455599419,8.15233023604504
"GSAP",6.95549196866588,6.71326679619671,7.16266360761902,6.79316375910017,6.95519709613369,6.90431452276262,6.47246688908704
"C2orf72",7.4297824433619,6.8924924908132,7.25875905239522,7.80451814645934,6.16693091642848,7.8445640406342,7.69323566175613
"HOXA10",7.8875716944146,7.12919360563821,8.57724051210628,9.4927588606315,8.1511537623671,7.6335353540271,7.89389643218307
"SEPTIN7",11.3827737122132,11.1982969790352,11.9401021459081,11.6478707438522,11.6202476583709,11.1431954405954,11.4552493633296
"SRSF8",8.50662736652147,8.77639131746026,8.50662736652147,8.41286347047214,8.18607794125388,8.71175665124253,8.16091695492445
"SETD1B",9.7775750351974,9.64190112636205,9.79021798058206,9.7100534746315,9.37503377755271,9.7100534746315,9.52885572275744
"WSCD1",5.42688389900828,6.27072675344662,6.54037638272055,5.30614490510095,4.79964004301774,5.22801429750156,5.42688389900828
"MIR568",8.57940181327148,7.61162934863067,9.65436476669189,7.61162934863067,8.70239003382011,8.11374434712351,7.84941327454711
"PCNX1",6.66110486330807,6.61425030668194,6.66110486330807,6.73009335493212,7.29585322927768,6.54456859522496,6.04978629656722
"MZT2A",10.7916580574456,10.3796783969734,10.2134991216641,10.8755781511974,10.6083537031157,10.3238242427589,11.0222095562852
"SP3",9.45602906371376,9.18379106086476,9.5270228693324,9.87278734085317,9.08949131829774,9.27951061090314,9.56032138904863
"GPX7",7.96107679920894,7.10793353651822,8.29261038365092,7.39112934019676,8.47322753629068,7.46877628453806,7.39597923490544
"TTC9",3.21679963712263,3.46586326392435,2.8229043538261,3.96858570143288,3.15727979604654,3.22780433165444,2.8708956250686
"MAPK8IP3",6.84663427650738,6.49292073603039,6.49235025194689,6.63338816757613,6.63338816757613,6.50568510577841,6.64497755525542
"CDKN1C",7.12583204278646,6.90200553281092,7.77157270397278,6.7864941164664,7.51154786538645,6.49400240670869,7.67334579579691
"SENP5",7.35621836103295,7.48371037174797,7.67408773472557,7.66124130377383,7.48028735949654,7.33778454260528,7.33228559264896
"KATNIP",7.06155572722688,7.55520567918912,7.1897388221197,7.23500571246864,6.79407609456765,7.1897388221197,7.1196878811187
"COG7",8.00202838917958,8.07523462688393,7.57666404367095,7.5313137984158,7.48698990172889,7.91064158629717,7.76434162607725
"TICAM1",7.88346307938526,7.90713854361506,7.39958526731063,7.98411621144108,7.54567709516908,7.62824971900034,7.70235998474502
"THAP3",7.10697378860319,6.72327289466446,6.90901654474862,7.00472491590926,7.19251756884894,7.00006434509607,7.00472491590926
"ROBO1",9.23624983093012,8.58970405491766,9.98211899069971,8.5424193682313,10.05626084158,8.63149070595022,9.26810392599808
"ZNF629",7.70927021688906,7.92992910517817,7.80789523403217,8.62955137046262,7.68806094216595,7.78272003005537,7.72591568598312
"ASTN1",3.77303916003596,3.59291291576354,3.94159162419374,3.59291291576354,3.77530400475892,3.77303916003596,3.61418966093766
"SYP",6.0589538498195,5.91755091430078,5.90627891056121,6.0190005559235,6.06860467329317,6.06740771735145,5.96684291157842
"SETD1A",6.50765708204684,6.47239660586151,6.449156881491,6.80843845383842,6.50765708204684,6.5718918769043,6.33801251918757
"CUL9",7.30370152324827,7.24394752552951,7.36874249440923,7.36874249440923,7.52797832312775,7.39565486729815,7.61043354143172
"BICRAL",7.82102808622177,7.97248730362888,8.03900850770031,7.89389891409709,7.54902972537151,7.95021468742237,7.17115644382892
"TAF6L",6.31660935548093,6.59225699919594,6.12696050075252,6.39926538592879,6.39926538592879,6.39926538592879,6.39926538592879
"GOLGA6L4",5.37682001058772,5.63477319706306,6.62586059497358,6.50765708204684,5.56357189100536,5.36138202083927,6.34579244251964
"GOLGA6L9",5.37682001058772,5.63477319706306,6.62586059497358,6.50765708204684,5.56357189100536,5.36138202083927,6.34579244251964
"DIDO1",6.19247393426533,6.96066167544703,6.64019799247381,6.44753023577994,6.42468842917397,6.44753023577994,6.44753023577994
"OTUD3",6.27418131612969,6.4494739455856,6.63357771489987,6.35236322413082,6.35236322413082,6.31439103847744,6.41843069952913
"ADCY2",6.48482695857639,5.6062185793558,7.4001632559049,5.91485209994598,7.29294767775564,6.49988448182573,7.27010323236778
"ZSCAN26",6.54389944641251,6.53298634406755,7.45270506997261,7.10211865850766,7.24104921078453,6.75385825521184,6.76118459079921
"BBIP1",8.23665452275103,8.23242942025026,8.3485661704316,7.88752272205152,8.83999220762339,7.74333344856608,8.67776888566538
"CDR2L",6.94579699663354,7.58188750867058,7.17869829311258,7.81082624269737,7.60719550126109,6.74832361212972,7.30370152324827
"KNOP1",7.80263057846127,8.47231246243887,7.36143617440161,8.48040415041867,7.69541649455273,7.74006231674093,7.30239265354936
"SASH1",8.11056832577037,7.35516978946454,8.78507374046077,7.92881642524227,8.24911524128736,8.0694876490807,8.03920397906957
"ATP10D",7.89017565121954,8.20763890038922,8.35542448569729,7.21354068294243,7.92554701346726,8.1770231944829,7.45172944060968
"PIBF1",6.8736327642175,7.6009103431223,7.41878215257537,7.63540264464704,6.6174291533145,7.09574182898698,7.27789352317481
"KRT4",5.15808169118251,5.15808169118251,4.86702299703437,5.15808169118251,5.20367285271055,5.11359011322487,5.56452569087527
"CEP170B",7.99753377187649,8.06109865014002,7.80361385091039,8.7397492534013,7.78827351857463,8.05213270512293,8.30246010338733
"ADCY1",5.37950803610841,5.75659145304813,5.74120232192086,5.32827350818949,5.05646771252002,6.02747690488928,5.06782659325053
"TMEM251",8.53857101265321,9.14025983335269,8.63982595014242,8.46049405250725,8.04145396669005,8.69408084868999,8.15569296334213
"FBXL7",7.63442557122348,7.13175243446347,8.4886553827419,7.17837460990136,8.10383872807446,7.24042344464183,7.59772192284296
"MARCHF3",8.14139589224191,8.09346605864433,7.93721058392618,7.73435125648843,6.0438978266234,8.83126914539196,7.92962094395935
"SARM1",6.33801498495897,6.0628225623734,6.40423567770665,6.80187614886655,6.92555743430259,6.66775067128924,6.41263885793328
"TRANK1",7.67296401093568,7.26095995914175,7.21356265065483,6.68129806658005,7.26095995914175,7.46636989968108,7.15725508564853
"SACS",6.01461017129009,5.86960981511126,6.70763187355556,4.63221511221517,6.4732749724404,5.60252015088787,6.56257190048568
"PGA5",5.53236269299664,5.57925764964006,5.57925764964006,5.62469407834562,5.65645132823942,5.95991514639435,5.97708122418158
"PGA4",5.53236269299664,5.57925764964006,5.57925764964006,5.62469407834562,5.65645132823942,5.95991514639435,5.97708122418158
"PGA3",5.53236269299664,5.57925764964006,5.57925764964006,5.62469407834562,5.65645132823942,5.95991514639435,5.97708122418158
"DOP1A",2.8908276212233,3.2523114256297,3.18257220264495,3.07217597928845,2.75803335951629,3.25407522716561,2.64997546829906
"LDAF1",8.35456395017797,8.00524781796445,8.71852564199852,8.09075080188953,8.49383941139128,7.88670880834741,7.97094866136065
"TENM4",6.18724746167543,6.04718600164196,6.44516686329815,6.43852703611156,6.72489094761993,5.98098481115232,6.27788243781676
"DHRS1",9.33855788992519,7.50629175958051,9.02589673154298,9.75808975954644,8.50869792015973,9.67922948581779,9.27244292268811
"RAP1GAP2",7.88924590731207,7.62051945097985,7.27604364691677,8.07471112064772,6.85197625408646,8.32576037319715,7.25834484239125
"APOOL",7.10571527628981,7.43665641232993,7.28280236937766,7.32593057509048,6.41541955978955,6.9085028785074,6.52074380528533
"SALL2",7.22659029217844,6.37172053631641,7.98716134258312,6.66166748518237,7.97384222988582,6.88942941693249,7.48604690806687
"TMEM30B",9.56566569208156,9.44499688708367,8.8373753059376,9.21672482073929,5.06064343158029,9.79387138867668,8.96684838623125
"MBOAT2",7.40827200848973,7.17704720798546,7.34216447625411,6.43329157578419,6.08120346190532,7.75168380379482,7.21866191160108
"TRIM22",10.3869145469422,9.29083985398695,10.1423826967154,8.57426218718503,10.6433330234522,10.2570562151782,10.0393482602969
"CYLD",7.61627593524806,7.17134718095312,7.98375851849118,6.78994291289692,7.80002164711938,7.64937309056111,6.43724899372869
"RMND5B",8.10510105881044,8.28495670241664,8.0773144750023,8.18555204045775,8.14606985373289,8.23346595429006,8.12037805966982
"ZBTB7A",7.26536625423584,7.55747085936468,7.14495361877746,7.42732759422648,6.92436533694516,7.48259393886006,6.19247393426533
"ATG2A",8.9688004750892,9.21697587619488,8.61622736198009,8.96161680144604,8.91157999729689,8.94491938116961,9.00568181043414
"PFAS",7.57265425006491,8.27526362692986,7.55208348251853,8.61097806593026,7.31733058568627,7.69541649455273,7.82452767531858
"TOGARAM1",7.47080572078592,7.64273923005414,8.14011552087278,7.76723899817163,6.98775536462094,7.38115883997748,7.40601053087746
"SHANK2",6.21686918439438,6.02724275421421,6.31660935548093,6.67820361265319,4.61065156289108,6.5700264554074,6.06094526119655
"PLCL2",7.98466593035701,7.37713025210205,8.17754961084759,6.5399359294015,7.92215875492066,8.26284955409332,7.22322844467758
"TCF25",9.72762515009017,9.55537435342189,9.5529028194676,9.5084074331133,10.0297997104789,9.81216338198223,9.90200722375974
"SMIM8",6.45007884749768,6.40928768178373,6.68276002479098,6.68940765450305,6.1296025036525,6.58697757296984,6.49756874492174
"JCAD",6.31660935548093,5.57947341760232,7.92675838939128,5.73768595224759,6.96432478687608,4.6587677325477,5.85333339634072
"CLIC5",9.54623563078106,9.24761153742188,8.66378134822801,7.20911342573646,6.0024974807109,9.32719888387881,7.49277499102672
"PRMT3",6.7514216877179,7.92776893843458,6.7514216877179,7.22184845523434,5.92549782585867,6.55070583840343,6.8578730842379
"OARD1",8.73912157441252,9.10634527402735,8.93227081336086,9.57151809350983,8.32330934556205,9.37125181936431,8.90385571356827
"NECTIN3",7.63078609572366,8.16723434690973,7.6093785072954,6.9856116084928,6.12013109637064,8.18722474333502,7.60168375944173
"USP12",7.64916609527987,7.71499960711996,8.35263472977073,7.44224761427366,7.83764831363784,7.37626255347034,7.30370152324827
"TMEM158",9.41555102778882,9.1948761438775,9.19861963819574,8.69743391372353,10.2234810114962,9.14863610190636,9.2987594446438
"FEM1C",7.50473977749588,7.70235998474502,7.49783674884547,6.41188429294592,6.55791200803911,7.55864831239735,6.70464668329456
"YAP1",7.7619444325144,8.86238907230519,7.83601002499871,7.8457723523201,7.68743994018175,7.61187032853982,7.67510884731401
"GDPD5",6.78280812671314,7.46333674659541,6.87903926581167,7.41214049773456,6.76088157350952,6.35579049648598,7.67986934648337
"TEX30",7.21350335710793,7.88668424108183,7.0567372062657,8.17450096073672,7.3282764771751,6.87167841889355,7.19028652980597
"TMCC1",6.43672494517961,6.6964388438476,6.30946371997812,6.49400240670869,6.54388578430106,6.84052251916838,6.16824748695587
"ABCA5",7.53646314982905,7.6601601392507,7.58697373033865,6.37267727642479,6.03288694515876,7.77190374617303,7.17773017314534
"MTCL1",8.50071990173718,7.05918276009338,9.67768296522463,9.01208314294544,8.83129178917453,7.68042409350751,7.91093217282621
"TDRD7",8.38467854816434,8.52513368949344,8.37438079763331,8.42214895592991,8.31800920643229,8.38868756630092,8.38226525978961
"CA5BP1",6.44299889449649,6.49400240670869,6.46898932152485,6.49400240670869,6.65791097219588,6.5256645763291,6.49400240670869
"ERI2",7.05518831818268,7.71714889926621,6.90570567131406,7.42693743599443,6.10359119667889,7.41600185574408,7.18750489243406
"PPFIA3",7.59757283536888,7.9666949919016,7.33595081826457,7.97540397123876,7.57278705237016,7.51426216690726,7.63785879252108
"SFMBT1",7.22230182799923,7.34003230504677,7.00632890991278,8.36914371265044,7.0438659044133,7.17642772499173,7.28872218547247
"LDB3",7.59878551274498,5.17529509120039,9.04554097529003,5.07639497794815,8.60147328839009,5.54216803726405,7.98869389548979
"N4BP2L1",8.14010753314078,7.95084962927108,8.4166101210879,8.09101382532048,8.4166101210879,8.4046855920603,7.30544381933243
"RPS12",13.1131872126583,13.3397494000664,13.4666039500107,13.542966884467,13.3397494000664,13.0359058929422,13.4324546604724
"COQ2",8.48919207581216,8.18741345001296,8.04139201417888,7.89834285986067,7.71908491221835,8.55024229377542,8.1941154136543
"PLCB3",7.6147559935082,7.68800949419456,7.26067212378849,7.6147559935082,7.35529277211397,7.6147559935082,7.82285692092235
"PGAP4",6.79995513355822,6.79198397666587,7.07654449040285,6.63078980019372,6.0466545589897,7.23422109590789,6.29785585594606
"ZC3H4",9.44440536882878,9.83719662601811,9.77760171377559,10.4996813701635,9.42350940871836,9.71391141278563,9.47585275679863
"IQCK",7.41618955459479,8.26540693393473,7.78114730604648,7.82239673806446,6.58235107036154,7.53144619648445,7.12854888112439
"MFSD9",6.92200286372183,6.72348056172104,6.33204106671805,6.95847482639218,5.58328765992657,7.01739825469202,5.91121416451456
"MLC1",5.76587509712705,5.58441043171573,5.25840852005645,5.58441043171573,5.58441043171573,6.02217522794324,5.58441043171573
"SDR39U1",8.15102294805336,8.37624278894726,8.13909729148212,8.64520610298452,8.58583213413328,8.37624278894726,8.44543432333903
"RAB22A",8.33613101184131,9.50089566292411,8.96452210255595,8.83867971106796,7.84967379988151,8.26114582597111,8.20712088786462
"PHLPP2",7.25270801868177,7.2114980061923,7.15452284862169,6.84538120166374,6.0299461615575,7.28558303343887,6.31919279743021
"PI4KAP1",8.81832619277665,8.79020384349697,8.92279334797655,8.98657694520888,8.98657694520888,8.77844253695165,8.8190403235988
"TJP3",8.04133048051741,7.8548445168428,7.40165721671134,8.07261214482426,6.68412521478929,8.22119991071119,8.04397769805887
"STON1",7.96242277686581,6.83656121115046,9.60926333936378,7.37596256861725,8.86691962015777,7.31020931096023,7.87180569019254
"CLIC2",6.67561544682677,6.47095343366631,7.32572643115018,5.93727465770773,7.11653389982172,7.08333898346551,6.89989939716642
"DHX57",6.69037919156105,6.93382727451068,6.78498861286305,7.5778598466919,6.70634412616317,6.77929490421657,6.50451626224517
"MXRA8",8.76542725135293,8.33404184964899,9.48777362978756,8.76484281528805,9.73004865511396,8.6804166275946,8.79519861404884
"KIAA0895",4.27070485307783,3.86439794559438,3.92615554186874,4.21457013917217,3.94050306232656,3.83417660168266,3.95415773766471
"RPP40",7.59132386444618,9.22053009247142,7.72006548998009,8.68457623901471,7.65931827923694,7.45683624290973,7.99257263362508
"BICC1",6.89989939716642,6.60582532286533,7.40605880530058,6.87928830461273,7.6746444752833,6.74489809393801,6.89989939716642
"SFI1",6.91021743506384,7.02543901394586,6.95591972287499,6.97598305988263,7.14183136534398,7.04393083299113,7.25243787594442
"MUC5B",8.40298314498974,8.12637594767917,7.99995110387819,6.53830851435507,5.67756479320888,8.97549905301235,8.9192631448526
"SATB2",10.1083264210069,10.1598355950545,9.6179597555116,8.78787930971818,5.5234619656271,10.583975306913,9.65910801285865
"NFASC",6.4140854239599,5.2772295774942,7.1467814619467,5.45468801706437,6.44399498747692,6.06087146744475,6.41805465775431
"SPDEF",8.34641223408493,7.86732703499022,7.84990927240726,7.76456286841374,7.85734286204357,8.43039853949412,8.72709192550238
"ZNF862",6.5345847313568,6.30743332543806,6.80415062404134,6.53008420671653,6.76064800631621,6.59528309483734,6.4951037761444
"ZC3H3",6.45024695153376,6.70931299968823,6.3185918596525,7.5570306980678,6.63338816757613,6.54345007198442,6.73996885458268
"POP1",5.51905987869666,6.61784664029268,5.73472160512847,6.28518615458252,5.12392958500229,5.54110444736203,5.83208091052699
"ZNF184",6.70671905508588,7.49130428179257,6.80542051434847,7.57628378481982,6.48314581995027,6.73898799132303,6.74717853914156
"CENPS",7.26566728090645,8.36253204921096,7.35962113213877,7.98849516977724,7.00491521892919,7.47461321852869,6.93211410409819
