"","S1.CEL.gz","S2.CEL.gz","S3.CEL.gz"
"USP12",8.90111668358371,8.75576214758616,8.59214232296483
"TMEM158",10.1128540558217,8.84886531637779,9.36285587020003
"FEM1C",8.88289610107103,8.69886399249667,8.60711584158825
"YAP1",9.12519680552876,9.2833156957447,9.46257652348939
"GDPD5",7.81431198637085,7.76873216057619,8.04350877833197
"TEX30",7.68006266909812,7.68006266909812,7.68006266909812
"TMCC1",7.54238288992871,7.381538311271,7.381538311271
"ABCA5",7.18073265409293,7.91548835658542,5.34600321189516
"MTCL1",6.36986317864577,6.6725597180924,6.46624002193248
"TDRD7",8.78456223942971,9.06364290039495,9.02444563828982
"CA5BP1",7.3222790959004,7.22319209397165,7.22319209397165
"ERI2",8.4111555894944,8.81068806426136,8.78104167843994
"PPFIA3",7.95615223130394,7.31224308709171,7.42416178398227
"SFMBT1",7.37286039220552,7.82051700595145,8.80743315944259
"LDB3",4.16374955204928,4.16374955204928,4.16374955204928
"N4BP2L1",7.37286039220552,8.59659029732123,7.01967862159481
"RPS12",14.0839238125679,14.0279183421964,14.0776988768832
"COQ2",7.88721734744211,8.44056925059096,8.79629841334345
"PLCB3",7.59556430642298,7.4615176507527,7.82487918315237
"PGAP4",7.79927814809756,7.71751696322115,7.79927814809756
"ZC3H4",9.96782588368808,10.0250454289526,9.84823086170725
"IQCK",9.08768240336997,8.44190447965384,8.30601306292669
"MFSD9",7.08834088931152,7.07983354513165,7.08834088931152
"MLC1",4.98253700080902,4.98253700080902,4.98253700080902
"SDR39U1",8.40299782002407,8.62844358510277,9.50067486051603
"RAB22A",9.44518621428756,8.54459933954053,9.06143327035872
"PHLPP2",7.63722475139585,8.69957059230147,7.31243678173206
"PI4KAP1",9.74665337250746,9.3542290772374,10.5794589347088
"TJP3",8.07011806557406,8.07011806557406,8.04120887827571
"STON1",5.29711911691841,7.07770014717875,6.95530840137633
"CLIC2",6.70564295590371,8.39107643826067,6.12426235010102
"DHX57",7.04165327911197,6.56990572802819,7.29277089334504
"MXRA8",8.1760768383677,8.92999647633579,9.83635136290627
"KIAA0895",5.80283312862534,5.73648078957489,5.80283312862534
"RPP40",8.95927595131616,8.08172920650249,9.313151051196
"BICC1",6.49318144765475,7.04145521251859,7.55630621331397
"SFI1",7.49251655976354,7.38586814400231,7.49251655976354
"MUC5B",7.96722316710702,7.91529220363924,9.48666637297285
"SATB2",10.9887434704576,10.8804366304777,10.9244252823418
"NFASC",5.1676509994211,5.53464032633908,5.1676509994211
"SPDEF",8.38594357942019,8.38594357942019,8.21148014814656
"ZNF862",7.20236969617388,7.29231669688071,6.64007798581919
"ZC3H3",7.84182302138512,7.76873216057619,8.20865144187263
"POP1",7.65350921874091,7.39257396425227,7.34650897921405
"ZNF184",7.32830745255394,7.48309322979693,7.81857875021501
"CENPS",7.94942404644381,7.89911053944534,8.14847385546435
"FAM114A1",9.44449617665581,10.0052521372348,9.7516528099227
"SOSTDC1",6.28203906240661,8.25141890080278,7.79278680521299
"MFHAS1",9.14231845930411,8.68314467514136,8.28942879659005
"FAM149B1",3.66686909794624,3.66686909794624,3.6305437333335
"SHC2",7.63722475139585,7.63722475139585,7.32659004434381
"RAB40C",6.89985391482662,6.89985391482662,7.41450748747025
"RND2",5.53464032633908,5.10809775220658,4.99039564611702
"ERCC2",7.56537657845671,6.68081266510507,7.47099337277943
"PGAP1",5.90976549860103,6.03848758152311,5.90976549860103
"NPHP4",6.52073267037823,6.40577981152546,6.959029730812
"EEF1A1P11",14.3707611467053,14.3707611467053,14.3707611467053
"KAZN",8.86372720984618,8.20213352195692,8.54721381192555
"NPTX2",4.88958831393588,6.57709789242705,10.2633663906566
"DOCK3",4.57559295402603,4.71623398905554,4.57559295402603
"PPWD1",8.5001758241661,8.78139109431803,8.11777996757865
"ABCC10",8.97751690975346,8.74099564064342,9.16933804668699
"COPG2IT1",5.85306118128388,5.85306118128388,5.85306118128388
"COL2A1",3.58107680826771,3.58107680826771,3.58107680826771
"PLPPR4",4.14351789139299,4.31802791712908,5.21793547184534
"ABTB2",7.45407302028903,7.52421099961661,7.81857875021501
"CLCN2",7.57553519071168,7.13042908786132,8.06948461658574
"GUSBP11",10.7784189735595,11.3660539415,9.42018875185114
"MTMR1",9.24528432898198,9.50266501525147,9.96852929785153
"CLBA1",6.48813710373459,6.61592841721567,7.0280697628566
"CCNE1",8.56259648569247,8.2467380513161,8.6137363153262
"G0S2",9.88050428438407,8.51865104604855,6.91989810152151
"LIN37",8.00854675541424,7.09054101721951,7.60300411163812
"ZNF688",7.0600859877855,7.27067965479976,7.88213978004603
"METTL18",8.49807572176553,7.95273812425941,7.81599697180501
"CD3D",9.50444672444255,8.95152600970117,7.89927789031542
"HSD17B8",8.42800890123205,8.09541273380987,9.47640711049796
"ZNF710",8.23081846796724,8.25934843547255,8.25934843547255
"CAND2",5.55767123798852,5.62223969024948,5.62223969024948
"PDZD8",9.44132816650542,9.20069298581348,8.81515526675603
"TMCO6",5.62223969024948,5.62223969024948,5.62223969024948
"GLCE",8.90814078133102,8.23292028554235,7.41420081747238
"RWDD2A",6.32942923952513,6.32942923952513,6.32942923952513
"PINLYP",5.85306118128388,5.85306118128388,5.85306118128388
"RNASE6",8.6064032275666,9.59132563024389,8.77468514219793
"OSR2",4.87604162606987,6.92993082213891,5.96443068979756
"VASH1-AS1",6.74706685842041,6.47136641023141,7.05256222251461
"ATP6V0E2",8.09282694311279,8.08966832089276,8.00776033764776
"B3GNTL1",6.56604638944446,6.56604638944446,6.42765718972573
"APLNR",8.02836359020857,7.77752577913292,7.52477672663189
"OIP5",7.99365611976226,8.46870010955691,8.99553011222642
"SIPA1L3",7.6384723437683,7.69638428406135,7.69638428406135
"SRRD",8.87668695966435,7.744269632593,8.45703660388399
"KLHL23",8.44604718820776,7.788590235361,8.86061895292793
"AQP5",6.44983071825414,6.44983071825414,6.44983071825414
"EEF1A1P19",14.3742300510366,14.3742300510366,14.3742300510366
"COL9A2",6.43326256473258,6.46624002193248,6.43326256473258
"KIF3A",5.01297538528606,5.03524287463591,5.03524287463591
"ZKSCAN4",7.07770014717875,7.37132357327574,7.45475780847194
"NACAD",5.88013494259252,6.28696015797593,6.3287174642429
"DHODH",6.51962878069024,6.46093453045445,6.56849126768495
"SH3BP1",8.07369241962597,7.94156517232476,7.94156517232476
"PHF24",5.94126384317665,5.94126384317665,5.94126384317665
"PHACTR1",4.67860055284466,4.57559295402603,4.16340718083221
"ZNF500",6.71995185660862,6.5759561646235,7.57090638030869
"DNA2",7.3494607956709,7.47671398280394,7.83605370824014
"INPP5J",7.65403541572688,6.63048945838244,7.65403541572688
"ZNF710-AS1",5.42784736718467,5.59350538050104,5.59350538050104
"TOP3BP1",6.84234360241105,6.26517641649131,7.08168817081277
"TOP3B",6.84234360241105,6.26517641649131,7.08168817081277
"PAMR1",7.49251655976354,7.64192879464159,8.02972608732523
"TMEM265",7.57048416024234,7.743518168778,8.76738710983883
"FCHO1",6.30641403612597,6.37068755202533,7.10529399874363
"NSUN5P1",9.29634145414867,9.15321811648294,8.71440027246483
"IGHD",7.69173977694468,6.20026976726786,7.02697850853772
"PARVA",7.0350359629991,7.99293529905037,7.68924418198125
"TMEM151B",5.67885969670143,5.67885969670143,5.67885969670143
"TTC30A",5.35593337855683,5.46303526146484,5.46303526146484
"NUP50",10.1600392750729,9.99917716206113,9.83249363574322
"VPS13A",7.27004314365335,6.89529003367034,6.54560048426751
"RPL35A",13.5375705442973,13.1787295981762,13.3101586025264
"DIPK1A",8.19023357925795,8.72453106796972,7.56063866120313
"PTOV1-AS2",7.07770014717875,7.05818745538306,7.05818745538306
"RSBN1",8.69145086968227,9.09537394923923,8.26561253241453
"PON3",6.73357305775709,7.07555261418798,6.34922293775521
"TMEM35B",9.24652468563778,9.62182122889685,9.37377028017936
"C12orf29",9.05731342549789,9.21626092142285,8.55684044749366
"LINC00342",6.26837221018871,6.26837221018871,5.72840728556536
"DLX5",4.97661876013932,4.88444307842728,5.07262565391171
"BHLHB9",6.51281002469765,6.51281002469765,6.87138530694002
"KRT81",5.88574827551508,5.88574827551508,6.23282422784936
"ELOVL2",3.88027917186816,3.88027917186816,3.88027917186816
"GLB1L2",8.865473872847,8.83707651950641,9.3578405562795
"KANK3",5.5148018143876,5.54470344013374,5.54470344013374
"SECTM1",7.9069626458752,7.66118045157447,7.28473769344314
"SOX2",4.85800494063104,4.98253700080902,4.98253700080902
"XYLT1",7.90657430248679,8.28269986319073,8.32297212896463
"PRPF40A",11.1370441532377,11.1370441532377,11.1370441532377
"MYO1F",8.42800890123205,8.31165077671248,8.14240592368918
"GOLGA8M",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8O",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8T",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8R",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8J",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8N",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8K",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8H",8.25620615801218,8.91677491135493,8.25620615801218
"GOLGA8S",8.25620615801218,8.91677491135493,8.25620615801218
"ATP5F1A",12.3207768977317,12.9979898905126,13.1434820317907
"TMEM262",5.52423261560834,5.52423261560834,5.52423261560834
"TRIM66",6.00920012508452,6.32942923952513,6.02549279156077
"PPP1R37",4.94386683690745,4.92508446006387,4.98299864185195
"MDM1",6.87138530694002,6.87138530694002,6.32251486593144
"RBMXP5",11.5595759996865,11.2165476994419,11.8560955318749
"RBMXP2",11.5595759996865,11.2165476994419,11.8560955318749
"HIPK2",6.65462845372113,7.25671332901382,6.64505030975067
"KSR1",5.5148018143876,5.5148018143876,5.5148018143876
"IRF2BP1",8.1348513497144,7.92332429816811,8.1348513497144
"ZNNT1",6.38214358961713,6.56096196936921,6.43829147573772
"ZNF276",7.19449044479803,6.73357305775709,7.04626497582155
"TCHH",3.92191564423447,4.71296733977399,4.42609172678521
"IPO9",7.19064248370687,7.08019078519656,6.35576053459946
"PENK",4.38187365861226,4.38187365861226,4.38187365861226
"NGDN",9.32385309322867,9.17845603815431,10.2340650804333
"PTPRA",8.83750553086411,8.5041547662647,9.10494085002968
"SPRR1A",4.16374955204928,4.16374955204928,4.16374955204928
"RSAD2",6.66414339859549,6.55219987917718,8.41081590229496
"CFH",6.27058778811045,8.13346596131679,7.08834088931152
"RPSAP19",14.0937056077142,13.8435297722617,13.8886877134272
"COMMD1",14.0937056077142,13.8435297722617,13.8886877134272
"RPSAP9",14.0937056077142,13.8435297722617,13.8886877134272
"RPSAP54",14.0937056077142,13.8435297722617,13.8886877134272
"SNORA62",14.0937056077142,13.8435297722617,13.8886877134272
"RPSAP12",14.0937056077142,13.8435297722617,13.8886877134272
"RPSAP15",14.0937056077142,13.8435297722617,13.8886877134272
"RPSA",14.0937056077142,13.8435297722617,13.8886877134272
"RPSAP26",14.0937056077142,13.8435297722617,13.8886877134272
"ABHD5",5.93341628510291,7.21329057328333,6.30356879054587
"CACTIN",7.59556430642298,7.13740021062858,7.16198352470195
"TMEM223",5.85306118128388,5.85306118128388,5.85306118128388
"STARD5",7.46283866761508,7.91595703977446,7.61867368200861
"OLIG2",4.94386683690745,5.1588131730897,4.94386683690745
"ARHGAP33",6.92381628917276,7.05257510617702,6.82916409364807
"CLMN",7.62990712242123,7.84182302138512,7.1945431253419
"HOXA5",7.57698999910107,9.30473035525125,10.3921462033469
"PRPH",7.33761711865014,7.34098070325846,7.12565424625855
"DUSP7",7.80358954020162,7.76873216057619,8.00015324122732
"STIMATE-MUSTN1",7.28572815092361,7.28572815092361,7.5005056858113
"STIMATE",7.28572815092361,7.28572815092361,7.5005056858113
"ZNF250",6.46040906672934,6.55260994049958,6.65462845372113
"EEF1AKMT3",7.62696393423507,7.56032873511075,7.58226020472534
"OAZ3",5.19494043333176,5.19494043333176,5.19494043333176
"DCBLD2",6.06092908296379,6.14672137264233,6.06092908296379
"COL11A2",6.66026702198413,6.73357305775709,6.73357305775709
"SERPINA4",5.52423261560834,5.52423261560834,5.52423261560834
"PYROXD1",9.76445607404865,9.53199220455092,8.0331611948625
"POLR2E",10.2707813573295,9.71188917807872,9.94697801923862
"PMS2P10",8.59013969691149,8.58955005922492,8.20334537802625
"PMS2P2",8.59013969691149,8.58955005922492,8.20334537802625
"PMS2P13",8.59013969691149,8.58955005922492,8.20334537802625
"PMS2P7",8.59013969691149,8.58955005922492,8.20334537802625
"THSD7A",4.1231587775612,5.15551590327894,4.25375426468549
"MRPL23",10.1641611119484,9.67785364949149,10.1090681489096
"FAM189A2",5.94126384317665,5.94126384317665,5.94126384317665
"MYBL1",5.20292181159923,6.1980996729743,5.42053819338481
"TBC1D30",6.36885242465281,5.4938749702257,6.07559897174381
"NKG7",8.12454938767709,7.04278889471814,6.00619357776054
"ZNF625-ZNF20",7.35509614166857,7.36106881408954,7.06338929657382
"ZNF20",7.35509614166857,7.36106881408954,7.06338929657382
"SST",5.4938749702257,6.3670884394229,5.20390588838727
"RAP2B",9.49602046183698,9.51672016741071,9.62293738512974
"STUM",6.51059575212903,6.68765983243863,6.43512748587807
"AGFG1",8.00394306052876,7.66926713380593,8.26561253241453
"MAP3K9",5.5953711361653,5.88574827551508,6.8776191644971
"EXPH5",7.99293529905037,7.99293529905037,7.77313566978121
"HLA-A",13.7035198709304,13.7315753126218,13.7035198709304
"ZNF23",6.77530217477643,7.06338929657382,6.69138026742729
"ERC2",4.09894788633461,4.16374955204928,4.27551149171222
"RPS7P10",13.8159179631247,13.5515026036273,14.0417517806561
"MEGF6",6.29921949623426,6.26781867470955,6.29921949623426
"TWIST1",5.61051362860491,6.38801528358479,6.69330529036725
"KRT20",11.7292310430572,12.6184044987751,9.70065875393865
"FAM169A",5.34599921317536,3.83581593951151,4.5514414558534
"RPGRIP1L",6.39650301793429,5.87789141452317,5.42053819338481
"CHD5",5.67885969670143,5.67885969670143,5.67885969670143
"MFSD12",4.42609172678521,4.42609172678521,4.42609172678521
"RALYL",4.11824848845207,4.09894788633461,4.09894788633461
"RABL3",7.45189352688175,7.57464449346035,7.06197246635889
"SUZ12P1",8.67742413325615,8.49889634934871,8.59361829678543
"FOXD1-AS1",5.03524287463591,4.99498792400771,5.03524287463591
"SETD4",7.87906936493328,7.35507110194702,7.74241333997921
"YPEL1",5.56430698215956,5.56430698215956,5.56430698215956
"FAM189A1",5.31085616382543,5.53486693669912,5.31085616382543
"SNORD54",14.1370511267942,14.0815180678828,14.1686786043732
"TWF1P1",9.64340430968259,10.0941869687079,9.33198962941229
"SOCS7",5.7683252682473,5.53464032633908,6.08421494299221
"GRIP1",4.84915295855749,4.89091026482445,4.84915295855749
"CRYBG3",8.47741882036745,8.62892326529081,7.75509951585533
"ABCC6P1",8.26150103820473,8.3347240950253,8.67742413325616
"ABCC6P2",8.26150103820473,8.3347240950253,8.67742413325616
"CCL8",7.05256222251461,7.57166740387742,7.31629907971883
"LIAS",7.07056246641032,7.32569461255679,7.96171321073335
"CD7",6.82671835366872,6.68765983243863,6.27937341550931
"TMSB15B",6.93171611121477,6.93171611121477,6.74055873649281
"DOK2",7.05256222251461,6.959029730812,6.959029730812
"MYCL",7.43340914942137,7.81644694565913,7.43340914942137
"IFI44",4.42609172678521,5.10952485022382,6.88399935937715
"NFKBIB",7.95273812425941,7.95273812425941,7.95273812425941
"BEAN1",3.9621696404146,4.68429433031695,4.05388665096573
"ACSM2B",4.84915295855749,4.77876619263709,4.77876619263709
"ACSM2A",4.84915295855749,4.77876619263709,4.77876619263709
"ATP10B",12.2079536142932,11.6963705717589,10.7605116053539
"NENF",7.84600930914943,7.84600930914943,7.75429084081632
"GFOD2",7.48448294634085,7.48448294634085,7.46011015724015
"MEIS3P1",6.31235280485314,8.08966832089276,6.82290690301248
"MEIS3P2",6.31235280485314,8.08966832089276,6.82290690301248
"PLXDC1",6.12155955852455,5.83121584827739,6.42765718972573
"MYBPC1",4.53236172662632,4.53236172662632,4.53236172662632
"FUT3",9.34447966680076,9.30776881105493,9.0874847088595
"SHMT2",8.23880021783805,7.84809790654813,8.52004985089538
"NPEPPSP1",9.09385626284181,8.69970370568985,8.61043861963178
"RFPL1S",3.11626328602204,3.11626328602204,3.11626328602204
"NOP14-AS1",5.38848255735165,5.38848255735165,5.38848255735165
"DAGLA",7.15058807775372,6.81270525296502,7.15058807775372
"CLDN18",4.84915295855749,4.84915295855749,4.84915295855749
"NUDT13",4.70967898801228,4.13429022133665,6.16321683341134
"ZNF79",5.66005583435442,5.66005583435442,6.20401557625995
"SLC25A16",5.94126384317665,5.48048304569234,6.92272106048746
"ZG16",8.42101059843437,11.8447150051691,6.77451646934359
"RPL24P8",14.0550560468949,13.8252362412093,13.866256610032
"RPL24P2",14.0550560468949,13.8252362412093,13.866256610032
"PPBP",5.08820364538691,6.17167809174478,5.67885969670143
"MROH7-TTC4",4.81955576838538,4.81955576838538,4.81955576838538
"MROH7",4.81955576838538,4.81955576838538,4.81955576838538
"ITFG2",6.03921256773183,6.15659250904647,6.03921256773183
"CCPG1",7.83825047440162,8.82188515833976,7.79927814809756
"DNAAF4-CCPG1",7.83825047440162,8.82188515833976,7.79927814809756
"MYRIP",8.84888202970657,8.49226264352887,6.24400167414209
"PRDM10",5.27704625048528,5.36898432609445,5.23003942368275
"ASXL3",4.73488206739505,5.10952485022382,4.82659907794618
"MAN1C1",6.75599311865301,6.80873837729132,6.75599311865301
"TKTL1",4.9154056606359,4.61438315241246,10.7339328594194
"HEXIM2-AS1",6.04340555938088,6.59618203642313,5.93157826865009
"DIS3",7.92332429816811,7.58113249640647,7.41091932010248
"SFTPD",3.83581593951151,3.83581593951151,3.83581593951151
"PRODH",5.94126384317665,6.2149444211906,7.96541670714811
"PACRG",3.77265274271931,3.77265274271931,3.77265274271931
"XIST",11.3442677934365,10.1574515295418,4.0396799346589
"DNAH7",5.01591902300227,5.14593168968467,4.69533656736424
"PRSS53",6.76043561916604,7.0169001013201,6.76043561916604
"TNFRSF4",7.05256222251461,7.21530195155538,6.91188485165045
"GDF7",5.10952485022382,5.10952485022382,5.10952485022382
"GAL",9.91580071542439,6.52776981556033,8.96986459767112
"SERHL2",6.21079443741167,6.17167809174478,6.17167809174478
"SERHL",6.21079443741167,6.17167809174478,6.17167809174478
"DTNB",6.91188485165045,6.79614195109165,6.70573169701859
"MAGEA4",3.52117004455345,3.34051017835703,3.68100267802981
"RNU6-1099P",9.52829025814144,10.0426846386763,10.201748100949
"ITGA8",5.83232398891817,6.41686394471196,6.03921256773183
"SLC49A3",5.53464032633908,5.53464032633908,5.53464032633908
"SNORA65",13.2239638970036,13.1670647274437,13.6074747452294
"MIR6717",8.08258975219722,8.85396281868825,7.49684187696663
"H2AC18",11.1210796628071,12.3044489557747,11.3959354336078
"H2AC19",11.1210796628071,12.3044489557747,11.3959354336078
"SNORD58C",6.94088063376377,7.05256222251461,6.94088063376377
"IZUMO4",6.68765983243863,6.68765983243863,6.47098350154234
"MUC5AC",5.59350538050104,5.59350538050104,5.59350538050104
"FAM83E",7.36704597741052,7.24970261989141,7.36704597741052
"ALOX12P2",5.94126384317665,5.94126384317665,5.88146271685837
"ATXN7L1",5.03524287463591,5.03524287463591,5.03524287463591
"EDIL3-DT",5.07262565391171,5.07262565391171,5.07262565391171
"TACR2",5.94126384317665,5.98613628642588,5.94126384317665
"CTAGE6",9.10786951200554,9.19651994964265,9.05622886578448
"CTAGE8",9.10786951200554,9.19651994964265,9.05622886578448
"CTAGE4",9.10786951200554,9.19651994964265,9.05622886578448
"CTAGE9",9.10786951200554,9.19651994964265,9.05622886578448
"CTAGE15",9.10786951200554,9.19651994964265,9.05622886578448
"C1orf105",5.42053819338481,5.42053819338481,5.42053819338481
"TPM3",4.39609534685766,4.3640397108245,4.58422218984827
"TSSK2",4.31802791712908,4.32979713002463,4.31802791712908
"ERN2",9.31473477625425,9.72749415636888,9.74897960843481
"MAPK10",4.42609172678521,4.42609172678521,4.42609172678521
"CTRL",5.82814405556138,5.82814405556138,5.82814405556138
"UNC93A",3.56202315900333,3.52117004455345,3.68927634613637
"BCAT1",6.44431896066003,6.44431896066003,6.44431896066003
"IRGC",4.63632652019497,4.61620176446611,4.61620176446611
"PACSIN1",7.44362983189098,7.44362983189098,7.44362983189098
"RFPL3S",4.42609172678521,4.42609172678521,4.42609172678521
"H2AB1",5.74204427380603,5.74204427380603,5.74204427380603
"H2AB2",5.74204427380603,5.74204427380603,5.74204427380603
"H2AB3",5.74204427380603,5.74204427380603,5.74204427380603
"PLGLA",4.31802791712908,4.31802791712908,4.03168782870677
"CT62",4.51391291610377,4.51391291610377,4.51391291610377
"CYP2C9",4.98253700080902,5.44335870385181,4.79053301117521
"NOP2",9.26113632040045,8.5915203408549,9.05045452016205
"MTMR6",10.5098672052074,9.52783071823228,10.0937469547513
"GLA",9.90701501824556,9.74048260179794,9.70540455699598
"GMPS",9.96734558545189,9.72520390393713,10.1073037346213
"GMPSP1",9.96734558545189,9.72520390393713,10.1073037346213
"ATP1A3",4.67860055284466,4.4888630865034,4.67860055284466
"SELENBP1",10.994535501544,10.4059386230793,10.1309421122599
"HSPA12A",6.06811446398043,5.8488504624977,5.59401862020759
"RALA",9.83828390339559,9.83828390339559,10.1842827484184
"FBXL2",5.96443068979756,5.04195243354811,5.96443068979756
"HLX",6.24954352878026,6.28696015797593,6.50484206469468
"NAT1",8.61769241904735,9.57146051184736,7.40158607315237
"CEACAM19",7.06338929657382,7.03709787516162,7.07459295004151
"ELL2P1",6.6782991993406,7.43666581448731,6.90635520788833
"ELL2",6.6782991993406,7.43666581448731,6.90635520788833
"RHOQP2",7.84866420322593,7.75651082947074,8.28424326801728
"CTSW",6.65462845372113,6.65462845372113,6.65462845372113
"ADAMTS2",6.44431896066003,6.68428936907907,6.93860750931114
"H2BC4",4.77876619263709,5.22957906736326,5.22957906736326
"HOXA2",6.77528384182853,7.41009341733225,8.00620600145361
"TRAF3IP1",5.07262565391171,5.40743531894619,5.40743531894619
"LSAMP",5.35593337855683,5.24891281993698,5.35593337855683
"GJA5",5.19494043333176,5.19494043333176,5.14874310205361
"GPR65",7.28308338541131,7.62652082537651,6.17474176189843
"H2AC8",6.3687776868126,7.6870802693363,6.61101708399219
"KLRB1",8.94471049086638,9.0832366195809,6.61101708399219
"LHB",6.60813430650752,6.58119288078526,6.46353094069489
"H3C4",5.45429547590495,6.12426235010102,5.73446908260825
"TFF2",5.60543733866511,5.79419301192613,6.95001858114998
"MLLT1",4.42212860924046,4.38187365861226,4.56705686516653
"SPP2",5.88574827551508,5.64494552614311,5.88574827551508
"GFRA3",6.18296108273267,6.06811446398043,6.04604595018317
"ZBTB25",6.1980996729743,5.99676835937269,6.61356587294629
"ARFIP1",8.13997487491669,9.31223083959512,8.4911918778956
"ODF1",5.58412795684911,5.46303526146484,5.58412795684911
"FSHB",5.62223969024948,5.62223969024948,5.62223969024948
"ARSF",6.88638755372208,6.88638755372208,6.74706685842041
"PATJ",5.82814405556138,5.9702034037325,5.82814405556138
"CACNG2",5.68129433056937,5.6034288935339,5.6034288935339
"NHLH2",5.13366258039603,5.02032385671677,5.13366258039603
"ASIP",5.01134780097598,5.07262565391171,5.1176868892806
"ABO",6.4050870327141,7.21350408731538,7.03989660821781
"H3C11",4.22430804699891,4.66101393579613,4.57559295402603
"GPR20",6.1980996729743,6.1980996729743,6.1980996729743
"FCGR1A",7.78702600473592,8.03309377798887,7.40158607315237
"FCGR1CP",7.78702600473592,8.03309377798887,7.40158607315237
"FCGR1BP",7.78702600473592,8.03309377798887,7.40158607315237
"H4C2",5.37564270799804,5.46303526146484,5.20509030228521
"KRTAP5-9",6.08941291551142,6.08941291551142,6.08941291551142
"PDHA2",4.05388665096573,4.05388665096573,4.00796279391617
"RLN2",6.32628121859114,5.37995060164277,5.35593337855683
"FOXC2",4.7205212099521,4.50848989786652,4.7205212099521
"HES2",5.22159149121353,5.27704625048528,5.35593337855683
"H2AC7",6.1980996729743,6.5366390548597,6.5366390548597
"CEBPE",6.04267479883611,6.01717594843588,6.01717594843588
"GHRH",4.31802791712908,4.31802791712908,4.31802791712908
"TSHB",4.16374955204928,4.16374955204928,4.16374955204928
"CMA1",4.45716659651983,4.66999303488234,4.31802791712908
"H1-5",4.60761620297423,4.60761620297423,4.63494626761171
"SLURP1",6.10346757573504,6.10346757573504,6.20513164571627
"H1-3",6.66887745559505,6.66887745559505,6.364966015642
"SERPINB10",4.04372160712789,3.98923952631319,4.04372160712789
"H2BC17",3.93873238861355,4.27329722426158,4.27329722426158
"PPAN-P2RY11",6.01717594843588,6.01717594843588,6.01717594843588
"P2RY11",6.01717594843588,6.01717594843588,6.01717594843588
"ADCY10",3.94436708306396,3.94436708306396,3.89624588383172
"ARPP19",7.52421099961661,8.1955706052686,8.23341411609913
"H2AC16",3.98923952631319,4.00779542213414,3.68240477939162
"SSTR5",4.97975580487577,5.07262565391171,5.07262565391171
"SSTR4",5.74204427380603,5.74204427380603,5.74204427380603
"PTTG2",3.84509282272887,3.58107680826771,3.58107680826771
"FPR3",7.13013598533268,7.91477108628654,7.03570990447081
"LILRP2",4.31802791712908,4.31802791712908,4.31802791712908
"H4C13",4.56274213679599,4.85598214122882,4.90474047353924
"SMR3A",3.7241180266394,3.77265274271931,3.63862205486537
"TPSD1",5.90324926051969,6.01717594843588,6.01717594843588
"IFNA5",3.24546959636444,3.24546959636444,3.24546959636444
"POM121L4P",6.81697676433114,6.75907682074328,6.81697676433114
"FGF3",4.38774532402941,4.42609172678521,4.42609172678521
"AZU1",4.98253700080902,4.98253700080902,4.98253700080902
"KRT36",4.67860055284466,4.67860055284466,4.67860055284466
"TNFRSF21",8.31035791187396,8.20334537802625,8.83464920645113
"DDI2",6.85486170002791,7.38047491358143,7.40517589590272
"RSC1A1",6.85486170002791,7.38047491358143,7.40517589590272
"VPS52",9.60748344777908,9.68108467031912,10.0277755210857
"COL8A1",4.77876619263709,5.13194880851706,5.64874138000427
"ATP8B1",8.56013157391018,9.24167992046358,8.92307823980961
"SSTR2",3.92053412249636,3.88027917186816,3.88027917186816
"CLDN8",5.15934414439572,6.37068755202533,4.60077063183511
"IVL",5.08766191124868,4.88375908365941,5.03524287463591
"TPH1",3.72879538089166,4.22710134142789,3.43340218851581
"COL4A4",3.98923952631319,3.98923952631319,3.72879538089166
"HOXD11",5.52053197394152,5.71534331091905,5.71534331091905
"CMKLR2",3.28460140130895,3.28460140130895,3.28460140130895
"TSPAN2",3.88027917186816,4.04319237915234,3.88027917186816
"PAK3",6.34133650017364,6.34133650017364,6.34133650017364
"PHOX2A",6.09645655472233,6.09645655472233,6.09645655472233
"GPR3",5.63196858002377,5.63196858002377,5.63196858002377
"MNX1",7.7033231291591,7.7033231291591,7.7033231291591
"H3C6",6.19153478828986,6.19153478828986,6.19153478828986
"GYS2",3.33687291794353,3.42124417479135,3.33687291794353
"CYP21A2",5.61314578277045,5.71291666994154,5.68191344185027
"CYP21A1P",5.61314578277045,5.71291666994154,5.68191344185027
"FBXW4P1",5.34416615960951,5.52449204637239,5.53594969375701
"UPK1A",4.49449784277521,4.67860055284466,6.57510930204655
"EPX",5.38848255735165,5.38848255735165,5.36706120207984
"NHLH1",6.05376119058615,6.05376119058615,6.1573248183505
"CYP11B2",6.42049694911605,6.61592841721567,6.42049694911605
"ZBTB33",5.44243945256884,5.70616159759861,5.7893848385405
"CLDN9",5.80283312862534,5.80283312862534,5.80283312862534
"CALCB",3.83581593951151,3.83581593951151,3.83581593951151
"HOXA1",6.21760194879434,6.46612500350812,6.17167809174478
"COL4A3",4.73757757810497,4.73757757810497,4.70426758232089
"H3C12",5.19494043333176,5.19494043333176,5.19494043333176
